setwm_label	lwr_antQ	upr_antQ	mean_antQ	wtd_meanp	pvol	tpeak	tpeak_se	NRF_peakht	NRF_peakht_se	width	width_se	rc	rc_se	rsum	rsum_se	n.nz
p<3.235|antQ0.0221-0.1	0.02206175	0.1	0.0663710614583366	1.46482258524076	1.46482258524076	7.53693929434434	0.326203427592192	0.00584934554865819	0.000340261143445868	8.90817655770942	0.560034905523534	-0.250585454452149	0.00558679953050788	-0.367063233214329	0.00818367013150043	11843
p=3.235-6.47333|antQ0.0221-0.1	0.02206175	0.1	0.0663710614583366	4.63436834372089	4.63436834372089	6.36025053816515	0.260510282914707	0.0216718075192219	0.000983431400308116	10.5718138509514	0.824369454428251	-0.073541184258824	0.00525765297170017	-0.340816936288839	0.0243659004943173	611
p=6.47333-9.8325|antQ0.0221-0.1	0.02206175	0.1	0.0663710614583366	7.86889908054594	7.86889908054594	5.11525917809542	0.141026123867159	0.0531450493447309	0.00227359243289147	6.37106805120532	0.299356795813043	-0.0512790134190196	0.00690669377405544	-0.403509381544226	0.0543480762882772	168
p=9.8325-13.285|antQ0.0221-0.1	0.02206175	0.1	0.0663710614583366	11.6042549131372	11.6042549131372	4.00485423901568	0.0952474296967206	0.108955161804095	0.00440513240371647	4.73258022231654	0.146749589447498	-0.240401332063464	0.007691646483736	-2.78967833872219	0.0892558264990081	55
p<3.11|antQ0.1-0.2	0.1	0.2	0.147811198957349	1.57949949798456	1.57949949798456	5.66974362963574	0.126660700571197	0.0117423427816799	0.000301923394731272	10.6208475068135	1.08648855249076	0.243032734549287	0.00472964907602934	0.383870082214412	0.00747047834123146	13056
p=3.11-6.22|antQ0.1-0.2	0.1	0.2	0.147811198957349	4.47366027652969	4.47366027652969	5.29795792884061	0.0878135436176045	0.0361752224690255	0.000676853971010995	7.91736185190617	0.228122878902079	0.248311766741772	0.00394213682362886	1.11086248706757	0.0176357809125134	989
p=6.22-9.3375|antQ0.1-0.2	0.1	0.2	0.147811198957349	7.58536634266091	7.58536634266091	4.31094525098305	0.0958216423685125	0.067866848751759	0.00158219130623053	7.42785257297469	0.249470625080414	0.148654693768832	0.00506029905866818	1.12760031079266	0.0383842221634203	257
p=9.3375-12.535|antQ0.1-0.2	0.1	0.2	0.147811198957349	10.7729006327479	10.7729006327479	3.9970454782688	0.0833998434469887	0.119928094237327	0.00267286586582041	9.34263319500978	0.361811796552442	0.212466748475252	0.00674793796642319	2.28888316908693	0.0726948651882242	71
p<3.11|antQ0.2-0.4	0.2	0.4	0.275621840299877	1.71517607468464	1.71517607468464	4.78685105251161	0.177562558873625	0.0158404468252214	0.000437409453922375	20.1872770001772	1.25862096166461	0.561258942783166	0.00506218341676945	0.962657910364482	0.0086825358821083	8058
p=3.11-6.22667|antQ0.2-0.4	0.2	0.4	0.275621840299877	4.50804832239428	4.50804832239428	4.39630508695218	0.0946388767060773	0.0560111346355086	0.00116552340891547	11.0434516980658	1.77991840703247	0.499374257068444	0.00416917394560455	2.25120328182429	0.0187948376112525	893
p=6.22667-9.3525|antQ0.2-0.4	0.2	0.4	0.275621840299877	7.64703414731557	7.64703414731557	4.33465234907037	0.100323072651993	0.0989893883307325	0.00205132493571019	9.34322118105207	1.64259633462775	0.471834495903262	0.00497388265875969	3.60813450205367	0.0380354505362761	257
p=9.3525-12.805|antQ0.2-0.4	0.2	0.4	0.275621840299877	10.6474071516498	10.6474071516498	4.07967384727483	0.0778463444895974	0.143646961453101	0.00382288444682441	6.2823793218346	0.429879611433221	0.425452704284753	0.00639794593483171	4.52996816629022	0.068121535302396	79
p<3.5|antQ0.4-2.86	0.4	2.858519125	0.775549528262719	2.02338583579797	2.02338583579797	3.9922400994401	0.186614322501532	0.0183265372828092	0.000616755766013654	11.1804859817645	0.868714887090053	0.649546585578109	0.0075216480444226	1.31428336094968	0.0152191961149422	2299
p=3.5-7.01333|antQ0.4-2.86	0.4	2.858519125	0.775549528262719	5.11119269083407	5.11119269083407	4.07925524558449	0.132158753253754	0.0887233351074673	0.0025974697199271	12.288439927033	1.52490323661287	0.623472086607539	0.00498118208242128	3.18668597200752	0.0254597814513853	438
p=7.01333-10.545|antQ0.4-2.86	0.4	2.858519125	0.775549528262719	8.42805425463852	8.42805425463852	3.53404779589055	0.0833501427932593	0.18016719977718	0.00345996566515986	8.21933559653068	0.161672770625676	0.575195091315054	0.00612156104136837	4.84777543660503	0.0515928485797341	132
p=10.545-14.1|antQ0.4-2.86	0.4	2.858519125	0.775549528262719	12.2180321143239	12.2180321143239	3.42334078227383	0.121449236421077	0.211717539143643	0.00589370380672576	9.16114092613518	0.55509396533589	0.407573977644659	0.00600449235734157	4.97975194782515	0.0733630804522114	57
